phylum	taxon	total	color	M046_IIA_0h_2A	M046_IIA_1h_1A	M046_IIA_1h_2A	M046_IIA_2h_1A	M046_IIA_2h_2A	M046_IIA_3h_1A	M046_IIA_3h_2A	M046_IIA_48h_S	M046_IIA_4h_1A	M046_IIA_4h_2A	M046_IIA_4h_3A	M046_IIA_5h_1A	M046_IIA_5h_2A	M046_IIA_6h_1A	M046_IIA_6h_2A	M046_IIA_7h_1A	M046_IIA_7h_2A	M046_IIB_GI_0h_1A	M046_IIB_GI_0h_3A	M046_IIB_GI_1h_1A	M046_IIB_GI_1h_2A	M046_IIB_GI_1h_3A	M046_IIB_GI_2h_1A	M046_IIB_GI_2h_2A	M046_IIB_GI_2h_3A	M046_IIB_GI_3h_2A	M046_IIB_GI_3h_3A	M046_IIB_GI_4h_1A	M046_IIB_GI_4h_2A	M046_IIB_GI_4h_3A	M046_IIB_GI_5h_2A	M046_IIB_GI_5h_3A	M046_IIB_GI_6h_1A	M046_IIB_GI_6h_3A	M046_IIB_GI_7h_1A	M046_IIB_GI_7h_3A	M046_IIC_0h_1A	M046_IIC_0h_3A	M046_IIC_1h_3A	M046_IIC_2h_1A	M046_IIC_2h_2A	M046_IIC_2h_3A	M046_IIC_3h_1A	M046_IIC_3h_2A	M046_IIC_3h_3A	M046_IIC_48h_S	M046_IIC_4h_1A	M046_IIC_4h_2A	M046_IIC_4h_3A	M046_IIC_5h_1A	M046_IIC_5h_2A	M046_IIC_5h_3A	M046_IIC_6h_1A	M046_IIC_6h_2A	M046_IIC_6h_3A	M046_IIC_7h_1A	M046_IIC_7h_2A	M046_IIC_7h_3A	M047_IIA_GI_0h_2A	M047_IIA_GI_1h_2A	M047_IIA_GI_2h_1A	M047_IIA_GI_2h_2A	M047_IIA_GI_3h_1A	M047_IIA_GI_3h_2A	M047_IIA_GI_4h_1A	M047_IIA_GI_4h_2A	M047_IIA_GI_5h_1A	M047_IIA_GI_5h_2A	M047_IIA_GI_6h_1A	M047_IIA_GI_6h_2A	M047_IIA_GI_7h_1A	M047_IIA_GI_7h_2A	M048_IIB_GI_0h_1A	M048_IIB_GI_1h_1A	M048_IIB_GI_1h_2A	M048_IIB_GI_2h_1A	M048_IIB_GI_2h_2A	M048_IIB_GI_3h_2A	M048_IIB_GI_4h_1A	M048_IIB_GI_4h_2A	M048_IIB_GI_5h_1A	M048_IIB_GI_6h_1A	M048_IIB_GI_6h_2A	M048_IIB_GI_7h_1A	M053_IIB_1h_2A	M053_IIB_2h_2A	M053_IIB_3h_2A	M053_IIB_4h_2A	M053_IIB_4h_3A	M053_IIB_5h_1A	M053_IIB_5h_2A	M053_IIB_6h_1A	M053_IIB_6h_2A	M053_IIB_7h_1A	M053_IIB_7h_2A	M061_IIA_0h_1A	M061_IIA_0h_2A	M061_IIA_1h_1A	M061_IIA_1h_2A	M061_IIA_2h_1A	M061_IIA_2h_2A	M061_IIA_3h_1A	M061_IIA_3h_2A	M061_IIA_4h_1A	M061_IIA_4h_2A	M061_IIA_5h_1A	M061_IIA_5h_2A	M061_IIA_6h_1A	M061_IIA_6h_2A	M061_IIA_7h_1A	M062_IIA_0h_1A	M062_IIA_1h_2A	M062_IIA_2h_1A	M062_IIA_2h_2A	M062_IIA_3h_1A	M062_IIA_3h_2A	M062_IIA_48h_S	M062_IIA_4h_1A	M062_IIA_4h_2A	M062_IIA_5h_1A	M062_IIA_5h_2A	M062_IIA_6h_1A	M062_IIA_6h_2A	M062_IIA_7h_1A	M062_IIA_7h_2A	M063_IIC_0h_3A	M063_IIC_1h_1A	M063_IIC_1h_2A	M063_IIC_1h_3A	M063_IIC_2h_3A	M063_IIC_3h_3A	M063_IIC_4h_1A	M063_IIC_4h_2A	M063_IIC_4h_3A	M063_IIC_5h_1A	M063_IIC_5h_2A	M063_IIC_6h_1A	M063_IIC_6h_2A	M063_IIC_6h_3A	M063_IIC_7h_1A	M063_IIC_7h_2A	M063_IIC_7h_3A	M064_IIC_0h_1A	M064_IIC_0h_2A	M064_IIC_1h_1A	M064_IIC_1h_2A	M064_IIC_2h_1A	M064_IIC_2h_2A	M064_IIC_3h_1A	M064_IIC_3h_2A	M064_IIC_4h_1A	M064_IIC_4h_2A	M064_IIC_5h_1A	M064_IIC_5h_2A	M064_IIC_6h_1A	M064_IIC_6h_2A	M064_IIC_7h_2A
02_Firmicutes	Streptococcus	6080805	#191970	14.368262181975	8.45002414292612	30.2152458737451	31.3519082601684	63.3566859579653	26.38270820089	70.1993100804906	3.31208860098213	53.1562183292312	5.52308745327226	23.7930165132989	17.718715393134	29.2655452087714	37.498090728578	32.3220170528849	42.3167436590255	46.205543291636	26.1859813653249	46.6651000124411	51.0904425914048	34.0393094070625	65.1018882034025	35.235180600768	39.4607379375591	12.2761297477128	30.937311296491	40.8696720304631	42.2268907563025	37.2418400833186	54.5058273766646	21.5288957974796	45.4085508523504	51.1632765464456	13.2457654095532	38.1110177903337	28.5620052770449	34.8118602527752	16.7088917947042	27.542302587923	35.7202797202797	28.5478117114766	19.2887746358183	41.5403798196816	45.0186838938501	17.7844580353132	3.92725296129368	67.5049476275522	41.3351429298499	24.1889763779528	32.9020945881907	40.5864266298293	22.7083604212716	7.41955638862855	36.014963575507	23.0172346564766	28.8858963070389	46.249018067557	23.9114889559828	25.2450905537061	7.99413953958337	53.2507322336982	13.2530916393616	25.4272323038096	8.45899755852362	75.6362524505836	27.2361861967282	56.5272398154816	52.3691637371887	44.469883761888	54.0915101824914	60.8554776252099	54.9776158250911	60.2506930215741	46.3357307384948	3.71345560196114	52.2999055443674	2.84697508896797	35.7773455035164	28.1774765059313	0.0421352866820082	74.1411759839507	67.8473233058386	0.103007828594973	21.7455581539123	40.6181584030908	36.5863597005043	53.6961345322901	41.6257109724446	21.1298445368951	39.2170751286773	43.0399697389989	54.9124726477024	31.6876484028493	14.0881441524159	38.3014772065442	58.8953259463412	36.0614955967959	39.7014402661647	0.705509314308363	48.0374035011417	6.14909781576448	49.1607162884594	5.96616831613673	12.2368472444635	8.2628654264315	5.64444706854815	24.4302562738317	59.7613449851395	21.216323296355	56.0498687664042	0.0678689160364553	4.84144960362401	63.4903970851603	55.6834143706105	61.5995847308737	25.5655558258331	0.625621611216273	54.7582869041589	37.1408336705787	39.4489740716411	37.1800277058363	27.6151140917641	56.0326721120187	42.4894016869892	16.8330955777461	8.71085677952631	64.5590447536668	48.2842486954984	2.96775934169702	7.1301159449014	0.0440917107583774	31.6087308003234	20.7896779200621	2.00855630483649	46.4054658685531	9.7403430722505	43.5970024979184	5.55555555555556	1.13449972662657	65.3308230231307	20.9401709401709	4.86326109391125	26.6947890818859	34.9506374956591	21.422597475009	48.265041337276	22.0248783832316	37.9161432160804	31.790835255189	29.1709979209979	39.6702852134044	40.2915019762846	36.4929128768641	38.7970693474186	37.8847671665351	38.2189123224232	44.5285944301986
02_Firmicutes	Veillonella	2226727	#0000CD	5.14014661492022	2.79368145133476	5.53003232941977	11.0508869378248	4.33292720073104	11.7903075945034	4.47489459563051	0.0104482290251802	8.83885912842044	1.69009635128732	10.7903693432497	3.26425143700891	10.2808651246621	2.90209256147854	16.0380812889052	4.01812952148523	7.50061319597743	20.1068753425492	11.6047607857232	9.8417789181099	10.2229181260044	15.6889138156665	14.0776982904817	18.9157994323557	10.6163940486092	24.5834544763268	14.2341235720427	23.6601925538427	40.7376839788559	12.3104486433572	12.7074890356964	22.3738187122064	12.5690843826563	13.9795935463334	12.9953424448347	19.0325417766051	7.60728530924119	19.0666884602811	13.0972130059721	15.9160839160839	14.5653876272514	11.6452442159383	5.0786495300211	24.9667490024701	6.96244082789123	0	2.64999758652315	9.60217151581983	13.996062992126	10.4492465169178	10.3738692571632	12.9079443505396	5.38113089659481	12.6245323882654	12.0291663417297	5.25716061532087	11.2005760670333	11.631972032417	12.5889503099899	9.13928697731598	9.69053491598582	8.10300179685023	9.14313183511597	12.3312508976016	4.50547671720714	15.4707575651197	16.195963174183	15.7770956082587	19.1415488351029	9.80692938376091	10.801145905364	16.7183758459136	3.65794865614077	1.3538287970667	0.0363174142001089	4.2487212845966	0.28914590747331	0	4.97171908356626	0	8.57686500796261	15.6693083185077	0	14.5391500685429	14.5481863060743	15.9781999694392	10.5920822141773	20.2054227179855	9.00372235603241	19.913113283279	18.5411675702938	15.1859956236324	18.9686841987366	8.40697807873293	20.1514269073966	3.27914955846786	1.50753768844221	6.11128135533862	0.356718192627824	3.78927911275416	4.40804051915163	3.29731952596359	0.428160314452165	1.92555559895325	5.33140049931545	1.11590010037197	6.73051343442405	0.873885463336734	0.0198098256735341	2.38845144356955	0.00969555943377933	0.155719139297848	1.44506885691348	3.50621285791464	2.77511579619869	10.0559474580394	0.00641663190991049	3.87191175642974	6.48016997167139	10.7886703504772	6.15551406372342	9.16005561462337	6.47607934655776	7.53026528560815	0	8.27769829915753	0.00470101541933058	8.05253382860175	2.29326858222042	5.36121296204539	0	11.5844785772029	12.3932867675592	2.34210717134363	3.21059314347905	17.3204431706378	4.6586178184846	13.3596236335962	12.6093493712411	8.70091447014524	27.4132730015083	8.37203302373581	8.04962779156328	15.3197400406807	15.1658767772512	14.1180375354535	16.5757941819844	23.6809045226131	19.216885591096	24.5885308385308	18.1949969658148	18.0027173913043	8.12133524170091	10.9558698245016	7.48322809786898	18.0048814068465	21.3548810304729
02_Firmicutes	Gemella	1026400	#0000E6	0.353600689952566	3.7593984962406	2.43746809596733	8.58717075792869	7.28754188242461	4.93911682722872	11.8148715983135	0.0174137150419671	19.1617199942088	0.605486231769599	2.97491491239128	4.75663133470442	11.0693902072694	9.33761010131867	6.64853271956897	14.9960777477556	14.7804758400785	1.0702758662688	4.75110932942591	8.57173401753261	4.62112159545099	3.34455038324921	4.13832089043099	5.78429517502365	0.981425006930968	6.18835685371145	5.68971870777546	8.211364015805	4.83012045825227	3.26370033800632	17.1487259201688	5.69904889240026	6.62830228097164	1.57153148926902	6.01053676414446	7.17238346525945	1.4176558220001	0.241091860084995	1.07000663570007	1.39160839160839	0.53945880100931	0.454155955441302	3.04527143679263	0.74102223066692	0.856915794201997	0	7.56383646280832	2.90525065739248	1.58267716535433	2.45948251350583	2.15231050309701	1.17344948641269	0.187441424554827	3.30773774365032	2.19527411682134	2.46024757859844	4.28777166797591	2.88812966788495	4.97663622759063	1.24955793940823	7.73470016956991	2.22624458302505	5.55221728157673	1.65517736607784	9.57571179337758	5.10952748718669	11.6511279366253	8.38985988018023	10.8539224072863	11.4149695847659	9.40827817840561	9.62623633524206	12.7937808846571	0.85084379260095	0	0.45445634545811	0.0222419928825623	0.10973115866128	2.96234346457733	0	4.27085272279787	4.34524772224918	0	1.5617020132785	5.3487872934106	6.44323333163551	11.1876678734089	7.46590093323762	4.41427633019488	6.29928696227039	6.98524776194679	4.58971553610503	7.08301599390708	2.49626994146677	8.39201567215545	4.45469373980539	5.93064331558784	11.2332005428359	1.30796670630202	9.44873328259215	1.15542893320671	11.3649108377883	3.76921457148873	2.12475100574151	4.43746476604655	1.03914506701305	5.47131329254234	13.0018187463958	0.0198098256735341	15.2296587926509	0	0.0990939977349943	7.83671957018465	17.3851971907077	6.29691742533142	9.29214303089273	0.00320831595495524	19.8491755304181	17.4929178470255	14.768731403841	10.0162621213034	11.4705160709904	12.4095682613769	20.4361697478257	24.9314166575222	0.206644412652996	0.578224896577661	2.5470947200849	0.141643059490085	0.247745515806164	0.00734861845972957	2.32821341956346	1.46488164532402	0.00725110579363353	4.11149404437995	0.958206784446251	2.93505412156536	0.71952400719524	0.0751776927282668	3.41581495427649	0.716440422322775	0.154798761609907	1.44416873449132	9.43592796547105	3.20602174519097	9.07307947619335	3.67625453002057	2.1356783919598	8.27734884187306	7.19421344421344	7.75402872361945	6.89846837944664	9.30790895239854	9.00210143692849	9.73756906077348	6.42092746730083	7.4482676367106
02_Firmicutes	Lactobacillales_unclassified	541570	#0C3AA8	0.370849504096593	2.66261985238325	1.31870001701548	3.69109478588067	1.87328662808407	2.74830065039855	3.90954388654657	0.00696548601678682	3.17069639496163	0.473858790080556	2.09882768183537	2.00917576332859	3.61219585461099	3.50796802606792	2.89271329183449	8.13649437810512	9.49227373068433	4.94793252542476	4.46081751703736	6.04661107547573	11.6403642506902	2.70330902972518	13.9782850236837	11.7161778618732	2.08853155900564	5.24008677565809	5.89853826311264	7.46007012076354	1.45021517420268	5.71655492140891	0.0444123688447233	5.66562338569996	7.63299337169772	1.84964900229531	5.12636481637016	5.68381706244503	7.54961795377	0.60477280156914	1.87043795620438	5.0979020979021	6.92595492908727	0.304198800342759	10.6848263955496	3.12876052948255	1.91769462008915	0.0362376282472312	5.62822802529324	6.74357451861905	2.04330708661417	10.8283575016586	9.51829241121162	1.31972435314003	1.20274914089347	9.88383540066942	1.12298214146456	4.36111254985239	4.70018329405604	2.66168758938503	0.64135845829643	0.429430289149728	6.64213041467551	2.13111721805306	1.85794976565317	0.93530087605917	2.31299124084966	1.92550726672752	2.83006014364404	2.66376194484329	7.06737784934333	6.31049986775985	8.30978958806678	3.97709526288391	0.235024707725684	0.00470079443425939	0	0.11762399529504	0	1.68088183949324	1.33811651297401	0	0.357800252321565	2.67669416141032	0	1.02411095879365	6.94998926808328	2.78612540111038	6.66238467826696	4.27963995803192	0.753229691263411	3.99490012749681	4.60219392258227	0.782275711159737	3.23014201872676	1.80764375071732	2.36670725896119	1.057427301873	4.80620926414249	6.93866830101125	0	3.90344677612265	0.601456157011713	1.92904407641407	0.322874991226223	0.507752997695582	0.00402673753724732	0.253882033417961	0	1.42394534888879	0.0198098256735341	2.1259842519685	0	0.028312570781427	7.04007904650158	4.35980551053485	9.41942181760102	1.50814886888835	0.0545413712342391	6.83775113962519	2.30675839740996	6.71973414737818	1.55393603565621	5.60644475341457	1.41773628938156	4.36606791661204	20.9151761220235	2.8413606739787	3.30011282437006	6.59326081188644	0.229326858222042	0.886928946586067	0.0293944738389183	15.8852061438965	3.8174233604967	0.761366108331521	25.09220630026	3.02861787226761	14.1340549542048	0.94091600940916	4.70885729907053	11.9822485207101	2.51382604323781	0.0580495356037152	0.511166253101737	2.29200773924691	1.66474172607432	4.04019069458693	1.52469881484867	6.04585427135678	4.30161435876868	6.1460498960499	3.24320679657474	3.30410079051383	6.9439955676624	4.48117226103254	5.93922651933702	4.88140684648601	3.39316596099946
02_Firmicutes	Megasphaera	288819	#1E90FF	1.42302716688228	0	0.00425387102263059	1.19602221824046	0.045689917758148	1.33991882243631	0.0287466462246071	0	0.260605183147532	0.12109724635392	0.806756586411194	0.56953013763645	0.165214779212977	1.00809531082939	0.0104618925563634	0.509892791771986	0	4.2780585835211	0.194910216889454	1.89010049176823	6.39292925130825	0.452421013273509	2.8323034638701	3.35477767265847	0.654283337953978	2.36172925100083	1.98992752733079	4.0820301630586	3.15392324470907	1.31693171533588	0.0388608227391328	3.21644534929654	2.60763869105274	0.779064117814599	2.33030464991983	2.68909410729991	10.1062040463261	2.62340634194181	3.31370272063703	5.3986013986014	0.487253110589054	3.77035132819195	8.93439478227508	0.557350053834948	2.17338723610103	0	4.07877588453927	3.32089235728221	3.42913385826772	5.43076485641171	4.23332293569805	3.0945260694318	1.69478288034989	4.8552864737153	2.98292131326523	3.34075723830735	6.30400628436764	2.8642936596218	0.114528296124362	0.0505212104882033	0.0462463388315092	0.108339498995878	0	0.111302599454258	0	0.405462332373798	0	0.00495123038074962	0.337140844361697	0	0.19164279363825	0.00832899531494014	0	0	0	0	0.0222419928825623	0	0	0	2.81069677979773	0.932664833683756	0	0	2.06482077699077	0.320888300310701	0.00583907509050566	0.999503009553261	0.0437924239106635	0	0	0.00547045951859956	0.0134402580529546	0.149202341329049	0.15354476624133	0.0337476798470105	0.711478182994179	0.00875541741452524	0	0	0.0158277936055714	0.0785076077610378	0	0	0	0.0177127000059042	0	0.0443596681896819	0	0.05249343832021	0	0	0.142036682517137	0	0	1.54706883969837	0	0	3.86989073249696	1.65771474941072	0.252966331385894	0.760611760857119	4.02567094515753	1.35920632839474	19.2362558981675	0.226514067715784	0	1.083399663925	0	0.445941928451095	0	1.68148746968472	0.907062475746993	1.58074106301211	3.05943527420037	1.33892287290927	2.5895087427144	0.698768506987685	0	0.847229693383539	0.553041729512318	0.709494324045408	0.714640198511166	2.08860445502803	1.46162730495042	1.99444813227928	1.55081785236214	0.353329145728643	3.90053143487416	4.37456687456687	5.03674735351628	3.01383399209486	4.17840158825431	2.4081331288692	4.85891870560379	0.732211026972902	3.47665334844057
02_Firmicutes	Oribacterium	254981	#007DA7	0.5002156101768	0.124163620059323	0.119108388633657	0.295645941587529	0.289369479134938	0.22984008997995	0	0	0.854205878094687	0.0157952930026852	0.069330644144712	0.131835680008437	0.187744067287474	0.0967364187159513	0.826489511952712	0.217902902466661	0.171694873681629	1.047439254613	0.385673407887643	1.89010049176823	2.04581977007705	0.093475415965601	0.547747607259118	1.600756859035	0.689400240273542	3.12437098830318	3.31408917823363	0.53842729144638	1.69584782565977	3.26185330895255	0.810525731416199	0.76118994803853	0.710310903462291	0.864509859768459	1.16057112315798	0.919085312225154	3.91176894612908	0.93984962406015	0.580623755806238	2.40559440559441	1.157226137649	0.616966580976864	1.41952810281987	1.133700677687	0.286790366607927	0	0.139981657575904	1.17906523029943	0.952755905511811	1.8149938394465	1.23880397486743	0.458327915745677	0.0937207122774133	2.7564481197086	0.436715277236216	0.776920287978453	1.28305839224928	0.580009534403305	0.158812570625783	0.0842020174803388	0.192693078464622	0.49809745270056	1.00949405119577	0.450596007468045	0	0.939057782770484	0.00194639624734804	0.0742684557112442	0.812660393498717	0.343824385083311	0.073100859429023	0.533055700156169	0	0	0	0	0	0	0.00440169905583555	0	0	0	0	0.0456952396312125	0.734063103670316	1.06962766770234	1.33130912063529	0.966370313103981	0.0788263630391942	1.21830287576144	1.34913630059261	1.67943107221007	0.909457461583262	0.321358889016412	0.64594694763594	2.34546374936723	2.20408975570924	1.13382655518102	0	0.907904751549418	3.41088952200063	1.14396799880369	0	0.0859274303792524	0	0.0767550333589184	0	1.11786363837998	0	1.70603674540682	0	0	6.79923423701599	0.00540248514316586	4.25650854496087	0.0972999270250547	0.00320831595495524	2.56626709437785	0.333872925940915	2.94833648904517	0.036138047340842	1.60300973255909	0	2.29885057471264	0	0.0119217930376729	0	1.22048288670735	0.134898151895319	0.198196412644931	0	1.32578819725141	0.73244082266201	0.108766586904503	0.689279883910756	0.641656328870257	0.366361365528726	0.394354503943545	0	0.0941366325981711	0.816993464052288	0.0580495356037152	0.0843672456575682	1.57265466091184	0.796527141662352	1.24615291774787	0.82274968167423	0.0235552763819095	1.47397974531234	0.835932085932086	0.637178882071337	1.22282608695652	1.68982870861997	2.01624353950133	1.94356748224152	2.75987233243632	1.92020991114557
02_Firmicutes	Parvimonas	246097	#36B2E6	0.698576972833118	0.365592881285783	0.672111621575634	0.5196201397599	0.0533049040511727	0.224949875299526	0.249137600613262	0.00348274300839341	0.166497755899812	0.0631811720107408	0.100844573301399	0.131835680008437	0.675878642234905	1.13538007229774	1.46466495789088	2.54074784276127	2.5214618592102	0.534376712745874	0.0691170981877497	0.198845413726748	1.82743417528534	0.0112170499158721	0.278747002982398	0.61116367076632	0.0240273542186489	0.40704045803234	0.0737010195307702	0.14608492403584	0	0.0480227553979424	0	0.159530827433225	0.117752074905513	0.0050262201149329	0.241276628235474	0.266051011433597	1.05723485030516	0.061294540699575	0.725779694757797	1.33566433566434	0.291481771513095	0.0814053127677806	0.446000383656244	0.430679587054278	0.0691061124356449	0.0090594070618078	0.294444176280349	1.2554075833404	0.28740157480315	1.45483840394275	0.686243928523684	0.230789234169809	0	0.752116558377633	0.389924354675193	0.362562801056612	1.51217596229379	1.00508501509614	0.204623889075528	0.171772115659891	1.77277632187452	0.184969876334426	0.581660858069943	0.0897601608502082	0.0323746829978956	0.228182264972267	1.82182688751776	2.5350299549438	0.797564534795954	1.74556995503835	0.889064506569199	2.95262883914628	0.439918042666024	0	0	0.525743615333892	0.0667259786476868	0	0.41596056077646	0	0.217162002854129	2.04593239527737	0	0.155901405800607	2.34814337840738	2.88799470279631	3.56183580520845	3.91518029708985	0.788263630391942	3.18742031449214	6.13415710503089	1.57002188183807	2.57156937413198	0.832089980488925	3.95510139249219	1.77737780527589	0.631872232449376	3.48465613098104	0.689655172413793	1.83211916929434	10.1060462171573	7.5703764626715	0.00701902154839615	1.06628129516072	1.45365225094628	0.295211666765071	0.0266028198989093	1.20658297475935	0	3.91076115485564	0	0	0	0	0	0.0291899781075164	0	0	0.667745851881829	0.00386413694501333	0	0.0245358632534555	0	0.314671561557624	0	0.218566205690669	0.0940203083866115	0.114973025559388	0.256306488601106	0.426122287186602	0	0.573969280517381	0.897361272797827	0	0.640909365741581	0.0470547974504855	1.23646960865945	0.24906600249066	0	0	0.00628456510809452	0	0.0843672456575682	0.64989829835789	0.422159385081047	1.08925230824935	0.280779653269777	0.196293969849246	3.5646244861125	0.931219681219681	1.19344616007012	1.61808300395257	2.51627498961171	0.0908729482592151	1.70678768745067	0.312910695287565	0.626155405808337
02_Firmicutes	Granulicatella	204291	#80C3E3	0	0	0	0.0358358717075793	0.0152299725860493	0	0.00958221540820238	0	0.00723903286520921	0.0579160743431791	0	0.0052734272003375	0.00750976269149895	0.00509139045873428	0	0.0174322321973329	0.0392445425558008	0.019791730101699	0.00552936785501997	0.0042762454564892	0.0206024146029915	0.00560852495793606	0.0253406366347635	0.0151371807000946	0	0.00670945809943417	0.00982680260410269	0.15721520396238	0.00393012242331349	0.00369405810753403	0	0.00455802364094928	0.00759690805842022	0.00167540670497763	0.0061082690692525	0.0109938434476693	0.0432505166033928	0.004086302713305	0.0539150630391506	0.048951048951049	0.0304533194118159	0	0.06713984270094	0.0063335233390335	0.00345530562178225	0	0.0241347685475696	0.0169649673424379	0.0118110236220472	0.0236944365462989	0.0356490352479836	0.0162527629697049	0.0234301780693533	0.0433156133097066	0.00389924354675193	0.0155384057595691	0.00654621628698612	0.00397266804385826	0.00152704394832483	0	0.00963465392323108	0.00792728041433252	0	0.010771219302025	0.00359718699976618	0	0.00973198123674017	0.00742684557112442	0.017611835153223	0.00793440888653795	0.0335868813592808	0.00416449765747007	0	0	0	0	0	0	0.0616237867816977	0	0.122024363508511	0.00539112620626449	0	0.0134397763621213	1.02597123846319	1.55350685071054	2.0611935069485	1.41918383124413	0.389752572804905	1.27024602162724	2.11196570419871	0.437636761487965	1.93987724564312	0.367267301733043	0.60358977074178	1.87299623150908	4.20916463505647	6.57094076960119	0.103051922314705	4.70262041970208	0	4.51605667501589	0	1.98023669101277	0.00402673753724732	0.767550333589183	0	6.84913276848689	3.44690966719493	4.92782152230971	0	0	2.10584820601494	0.0108049702863317	1.52531544481712	1.7805886645585	0	2.34678372446395	1.22925940914609	3.38111982688667	0.728783954706981	2.0651018238325	2.48541423570595	3.60124120449281	0.0877866783715571	0.0158957240502305	2.14366303121474	1.02591315114531	0	0.143692399167575	0	0.53354890864996	0.13581684128832	0	0.56230727371667	0.0598879240278907	1.43213988343047	0.04151100041511	0.0136686714051394	0.0806885422270038	3.35595776772247	0.0128998968008256	0.406947890818859	2.65912586198343	0.923971484328328	3.81690905799288	1.10679421463319	3.53329145728643	1.95026571743708	5.63496188496188	2.93978828130268	3.53260869565217	5.57735814211182	3.44181291531777	4.41002367797948	2.96639339132612	3.90005367046335
02_Firmicutes	Peptostreptococcus	173768	#36648B	0	0	0	0.0582332915248163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296246525975018	0.138091308667756	0.537613688916294	0.134763767043653	0.028842687177022	0.197472353870458	0.465835716469721	0.372112616724005	0.0739630573992253	0.408476506411843	2.22915513510794	1.52076170325311	3.29151437320952	1.95314940135346	0	0	0	0	0	0	0	0	0	0	0	0	1.0130929383988	1.21733815514695	1.1386196426486	3.97592357391352	0.753229691263411	8.22118335930491	3.01349136300593	5.39934354485777	5.04905694189328	2.39297601285436	6.353576534124	0.196861465774228	0.099507438181004	2.35958499321455	0	2.84331847341524	0.00791389680278569	4.17585704138472	1.20025268477574	0.675702066164121	0	0.277498966759166	0.869025450031037	2.98984163598456	0.732963549920761	3.16929133858268	0	0.792751981879955	3.34094979312048	0	0.16371186711388	1.14327414254439	0	1.02988350498058	0.273168757588021	1.05490938598864	0.397518520749262	0.77696900302609	0	1.82247279402124	2.0410402721387	0	0	0.0751746705580614	0	0	0	0	0.0727590221187427	0.166775433253571	0.018138944313441	0.00427770885913505	0.362198168193172	0.006918500069185	0	0	0	0.0064499484004128	0.0446650124069479	1.68179788659027	0.601377991955076	1.91599782753002	0.682359855039342	0.416143216080402	1.98536047327785	2.12664587664588	3.06789832108422	2.69268774703557	3.04723209751143	2.15823252115636	2.1507498026835	1.08267100569497	1.89039298705946
02_Firmicutes	Lachnoanaerobaculum	110155	#5399E1	0	0.0413878733531075	0.00425387102263059	0.0806307113420534	0.00761498629302467	0.22984008997995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151938161168404	0	0	0	0.158585227545773	0.159365805818895	0.572329130723291	0.475524475524476	0.13051422605064	0.0599828620394173	0.00959140610013428	0.0063335233390335	0.162399364223766	0	0.125500796447362	0.0381711765204852	0.267716535433071	0.341199886266705	0.76199812842565	0.152775971915226	0.0312402374258044	0.078755660563103	0.233954612805116	0.0155384057595691	0.0458235140089029	0.238360082631495	0.0106893076382738	0.0858860578299456	0	0.1056970721911	0.100949405119577	0.179520321700416	0	0.0649441831074914	0.0155711699787843	0.146061296232114	0.0729633170633523	0.121660936260249	0.0335868813592808	0.0104112441436752	0.0964203929131011	0	0	0	0	0	0.0858331315887933	0	0.492233873136026	0.0134778155156612	0	0.107518210896971	1.38227087357802	0.132430092191718	0.192689477986687	0.612954884311668	0.157652726078388	0.122774708410068	0.0945656285462111	0.131291028446389	0.206083956811971	0.516469643062091	0.61947371207709	0.0843691996175263	0.233842479725359	0.144464387339666	0	0.782863977383929	0	0.332722718606303	0	0.0859274303792524	0	0.0590423333530141	0	1.49492081799228	0	0.308398950131234	0	0	1.85265238065831	0	3.04663791726561	0.170274872293846	0	3.79312285440936	0.00505868069607446	1.38722516325979	0.692645907366139	1.54575938496769	0.105017502917153	1.55587605436825	0	0.341758067079955	0	3.51109931900593	0.0539592607581276	0.0148647309483698	0	1.49555375909458	0.873108265424913	0	0.126972610194087	0.710099670616418	0.441298917568693	0.99626400996264	0	0	5.81322272498743	0	0	0.143870615667014	0.0716874427496117	0.0181039164805986	0.107741029743054	0	0.100270730973629	0.0606375606375606	0.0573123862180568	0.222332015810277	0.00461701832956277	0	0.907655880031571	0.0250328556230052	0.0834873874411116
