OTU	Size	Taxonomy	taxname	phylum
Otu0001	5179263	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0001_Streptococcus	Firmicutes
Otu0002	2029393	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu0002_Veillonella	Firmicutes
Otu0003	1199904	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurellaceae_unclassified(100);	Otu0003_Pasteurellaceae_unclassified	Proteobacteria
Otu0004	1157051	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0004_Prevotella	Bacteroidetes
Otu0005	1022756	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XI(100);Gemella(100);	Otu0005_Gemella	Firmicutes
Otu0006	849865	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0006_Fusobacterium	Fusobacteria
Otu0007	548996	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0007_Streptococcus	Firmicutes
Otu0008	543667	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillales_unclassified(100);Lactobacillales_unclassified(100);	Otu0008_Lactobacillales_unclassified	Firmicutes
Otu0009	403315	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Haemophilus(93);	Otu0009_Haemophilus	Proteobacteria
Otu0010	389524	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu0010_Actinomyces	Actinobacteria
Otu0011	349723	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotellaceae_unclassified(100);	Otu0011_Prevotellaceae_unclassified	Bacteroidetes
Otu0012	293249	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseria(100);	Otu0012_Neisseria	Proteobacteria
Otu0013	290307	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(99);	Otu0013_Megasphaera	Firmicutes
Otu0014	262420	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0014_Streptococcus	Firmicutes
Otu0015	240540	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Parvimonas(100);	Otu0015_Parvimonas	Firmicutes
Otu0016	227542	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0016_Prevotella	Bacteroidetes
Otu0017	212434	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(97);	Otu0017_Enterobacteriaceae_unclassified	Proteobacteria
Otu0018	200700	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Granulicatella(100);	Otu0018_Granulicatella	Firmicutes
Otu0019	199677	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0019_Prevotella	Bacteroidetes
Otu0020	172568	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Peptostreptococcus(100);	Otu0020_Peptostreptococcus	Firmicutes
Otu0021	163218	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Oribacterium(100);	Otu0021_Oribacterium	Firmicutes
Otu0022	160657	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0022_Prevotella	Bacteroidetes
Otu0023	144677	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Atopobium(100);	Otu0023_Atopobium	Actinobacteria
Otu0024	135604	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);	Otu0024_Rothia	Actinobacteria
Otu0025	124663	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(99);	Otu0025_Porphyromonas	Bacteroidetes
Otu0026	113469	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu0026_Veillonella	Firmicutes
Otu0027	112198	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0027_Bacteroides	Bacteroidetes
Otu0028	106606	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(93);	Otu0028_Enterobacteriaceae_unclassified	Proteobacteria
Otu0029	104499	Bacteria(100);Bacteroidetes(100);Bacteroidia(96);Bacteroidales(96);Bacteroidales_unclassified(96);Bacteroidales_unclassified(96);	Otu0029_Bacteroidales_unclassified	Bacteroidetes
Otu0030	103957	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0030_Prevotella	Bacteroidetes
Otu0031	97852	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0031_Leptotrichia	Fusobacteria
Otu0032	96211	Bacteria(100);SR1(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);	Otu0032_SR1_unclassified	SR1
Otu0033	87286	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0033_Prevotella	Bacteroidetes
Otu0034	86043	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100);	Otu0034_Roseburia	Firmicutes
Otu0035	85458	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Oribacterium(100);	Otu0035_Oribacterium	Firmicutes
Otu0036	75828	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0036_Bacteroides	Bacteroidetes
Otu0037	73040	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Pseudomonas(100);	Otu0037_Pseudomonas	Proteobacteria
Otu0038	72874	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu0038_Veillonella	Firmicutes
Otu0039	70638	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu0039_Bifidobacterium	Actinobacteria
Otu0040	69509	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoanaerobaculum(100);	Otu0040_Lachnoanaerobaculum	Firmicutes
Otu0041	63322	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Alloprevotella(100);	Otu0041_Alloprevotella	Bacteroidetes
Otu0042	61647	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0042_Clostridiales_unclassified	Firmicutes
Otu0043	61006	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Alloprevotella(100);	Otu0043_Alloprevotella	Bacteroidetes
Otu0044	60241	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu0044_Streptococcus	Firmicutes
Otu0045	59787	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Akkermansia(100);	Otu0045_Akkermansia	Verrucomicrobia
Otu0046	56428	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Solobacterium(100);	Otu0046_Solobacterium	Firmicutes
Otu0047	55232	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0047_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0048	55161	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(100);	Otu0048_Comamonadaceae_unclassified	Proteobacteria
Otu0049	54755	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Stomatobaculum(100);	Otu0049_Stomatobaculum	Firmicutes
Otu0050	52470	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);	Otu0050_Staphylococcus	Firmicutes
Otu0051	51415	Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Campylobacter(100);	Otu0051_Campylobacter	Proteobacteria
Otu0052	51182	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0052_Prevotella	Bacteroidetes
Otu0053	47250	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0053_Acinetobacter	Proteobacteria
Otu0054	44355	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurellaceae_unclassified(99);	Otu0054_Pasteurellaceae_unclassified	Proteobacteria
Otu0055	44081	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu0055_Lactobacillus	Firmicutes
Otu0056	42257	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu0056_Actinomyces	Actinobacteria
Otu0057	39977	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoanaerobaculum(100);	Otu0057_Lachnoanaerobaculum	Firmicutes
Otu0058	37582	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);	Otu0058_Rothia	Actinobacteria
Otu0059	37091	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XIII(100);Mogibacterium(100);	Otu0059_Mogibacterium	Firmicutes
Otu0060	36272	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);	Otu0060_Porphyromonas	Bacteroidetes
Otu0061	35476	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0061_Leptotrichia	Fusobacteria
Otu0062	33638	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Ralstonia(100);	Otu0062_Ralstonia	Proteobacteria
Otu0063	32340	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100);	Otu0063_Eubacterium	Firmicutes
Otu0064	31975	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurellaceae_unclassified(92);	Otu0064_Pasteurellaceae_unclassified	Proteobacteria
Otu0065	31675	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0065_Bacteria_unclassified	Bacteria_unclassified
Otu0066	30406	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu0066_Acinetobacter	Proteobacteria
Otu0067	29831	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0067_Prevotella	Bacteroidetes
Otu0068	29667	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0068_Leptotrichia	Fusobacteria
Otu0069	29509	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(98);	Otu0069_Veillonellaceae_unclassified	Firmicutes
Otu0070	29408	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Aeromonadaceae(100);Aeromonas(100);	Otu0070_Aeromonas	Proteobacteria
Otu0071	27829	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu0071_Actinomyces	Actinobacteria
Otu0072	27567	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu0072_Firmicutes_unclassified	Firmicutes
Otu0073	27401	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(100);	Otu0073_Veillonellaceae_unclassified	Firmicutes
Otu0074	27241	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);	Otu0074_Flavobacteriaceae_unclassified	Bacteroidetes
Otu0075	27135	Bacteria(100);SR1(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);	Otu0075_SR1_unclassified	SR1
Otu0076	26483	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu0076_Lactobacillus	Firmicutes
Otu0077	25883	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);	Otu0077_Capnocytophaga	Bacteroidetes
Otu0078	25722	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0078_Bacteria_unclassified	Bacteria_unclassified
Otu0079	24975	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichiaceae_unclassified(100);	Otu0079_Leptotrichiaceae_unclassified	Fusobacteria
Otu0080	24409	Bacteria(100);Spirochaetes(100);Spirochaetia(100);Spirochaetales(100);Spirochaetaceae(100);Treponema(100);	Otu0080_Treponema	Spirochaetes
Otu0081	23679	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Streptobacillus(100);	Otu0081_Streptobacillus	Fusobacteria
Otu0082	23221	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);	Otu0082_Flavobacteriaceae_unclassified	Bacteroidetes
Otu0083	23190	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(100);Burkholderia(100);	Otu0083_Burkholderia	Proteobacteria
Otu0084	22598	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0084_Prevotella	Bacteroidetes
Otu0085	22118	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0085_Fusobacterium	Fusobacteria
Otu0086	22078	Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Helicobacteraceae(100);Helicobacter(100);	Otu0086_Helicobacter	Proteobacteria
Otu0087	21433	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0087_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0088	20862	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Catonella(100);	Otu0088_Catonella	Firmicutes
Otu0089	20705	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);	Otu0089_Capnocytophaga	Bacteroidetes
Otu0090	20529	Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);	Otu0090_Capnocytophaga	Bacteroidetes
Otu0091	19677	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Pseudomonas(100);	Otu0091_Pseudomonas	Proteobacteria
Otu0092	18331	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0092_Prevotella	Bacteroidetes
Otu0093	17911	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0093_Prevotella	Bacteroidetes
Otu0094	17888	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0094_Lachnospiraceae_unclassified	Firmicutes
Otu0095	17282	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0095_Prevotella	Bacteroidetes
Otu0096	16787	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0096_Clostridiales_unclassified	Firmicutes
Otu0097	16743	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Otu0097_Dialister	Firmicutes
Otu0098	16536	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Stomatobaculum(100);	Otu0098_Stomatobaculum	Firmicutes
Otu0099	16473	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Streptobacillus(100);	Otu0099_Streptobacillus	Fusobacteria
Otu0100	16202	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);	Otu0100_Leptotrichia	Fusobacteria
Otu0101	16037	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu0101_Fusobacterium	Fusobacteria
Otu0102	15917	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0102_Lachnospiraceae_unclassified	Firmicutes
Otu0103	15744	Bacteria(100);Spirochaetes(100);Spirochaetia(100);Spirochaetales(100);Spirochaetaceae(100);Treponema(100);	Otu0103_Treponema	Spirochaetes
Otu0104	14933	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);	Otu0104_Faecalibacterium	Firmicutes
Otu0105	14404	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Anaerostipes(100);	Otu0105_Anaerostipes	Firmicutes
Otu0106	14333	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingorhabdus(100);	Otu0106_Sphingorhabdus	Proteobacteria
Otu0108	13584	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(99);Enterococcaceae(98);Enterococcus(97);	Otu0108_Enterococcus	Firmicutes
Otu0109	13315	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Bradyrhizobiaceae(100);Bradyrhizobium(97);	Otu0109_Bradyrhizobium	Proteobacteria
Otu0110	12982	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);	Otu0110_Corynebacterium	Actinobacteria
Otu0111	12904	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0111_Clostridiales_unclassified	Firmicutes
Otu0112	12878	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Aerococcaceae(100);Abiotrophia(100);	Otu0112_Abiotrophia	Firmicutes
Otu0113	12849	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Selenomonas(100);	Otu0113_Selenomonas	Firmicutes
Otu0114	12021	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);	Otu0114_Corynebacterium	Actinobacteria
Otu0115	11913	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Selenomonas(78);	Otu0115_Selenomonas	Firmicutes
Otu0116	11810	Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Campylobacter(100);	Otu0116_Campylobacter	Proteobacteria
Otu0117	11792	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Cellulomonadaceae(100);Cellulomonas(81);	Otu0117_Cellulomonas	Actinobacteria
Otu0118	11708	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0118_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0119	11616	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Achromobacter(100);	Otu0119_Achromobacter	Proteobacteria
Otu0120	11402	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Barnesiella(99);	Otu0120_Barnesiella	Bacteroidetes
Otu0121	11341	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Scardovia(100);	Otu0121_Scardovia	Actinobacteria
Otu0122	11228	Bacteria(100);Candidatus_Saccharibacteria(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);Candidatus_Saccharibacteria_unclassified(100);	Otu0122_Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria
Otu0123	11048	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0123_Prevotella	Bacteroidetes
Otu0124	10691	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Atopobium(100);	Otu0124_Atopobium	Actinobacteria
Otu0125	10432	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Listeriaceae(98);Listeria(98);	Otu0125_Listeria	Firmicutes
Otu0126	10169	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0126_Prevotella	Bacteroidetes
Otu0127	10079	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0127_Prevotella	Bacteroidetes
Otu0128	9695	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0128_Prevotella	Bacteroidetes
Otu0131	9209	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseria(100);	Otu0131_Neisseria	Proteobacteria
Otu0132	9079	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Anaeroglobus(100);	Otu0132_Anaeroglobus	Firmicutes
Otu0133	9041	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Clostridium_XVIII(94);	Otu0133_Clostridium_XVIII	Firmicutes
Otu0134	8928	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Filifactor(100);	Otu0134_Filifactor	Firmicutes
Otu0135	8903	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu0135_Lactobacillus	Firmicutes
Otu0136	8858	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0136_Prevotella	Bacteroidetes
Otu0137	8840	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0137_Bacteroides	Bacteroidetes
Otu0138	8731	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0138_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0139	8517	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0139_Prevotella	Bacteroidetes
Otu0140	8478	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0140_Prevotella	Bacteroidetes
Otu0142	8275	Bacteria(100);Tenericutes(100);Mollicutes(100);Anaeroplasmatales(100);Anaeroplasmataceae(100);Anaeroplasma(100);	Otu0142_Anaeroplasma	Tenericutes
Otu0143	7989	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(97);Bacillaceae_1(95);Bacillus(95);	Otu0143_Bacillus	Firmicutes
Otu0146	7178	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0146_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0147	7159	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Otu0147_Dialister	Firmicutes
Otu0148	7019	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu0148_Prevotella	Bacteroidetes
Otu0149	6973	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetales_unclassified(100);Actinomycetales_unclassified(100);	Otu0149_Actinomycetales_unclassified	Actinobacteria
Otu0150	6908	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu0150_Porphyromonadaceae_unclassified	Bacteroidetes
Otu0151	6801	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Turicibacter(100);	Otu0151_Turicibacter	Firmicutes
Otu0152	6787	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Dorea(100);	Otu0152_Dorea	Firmicutes
Otu0153	6730	Bacteria(100);SR1(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);	Otu0153_SR1_unclassified	SR1
